PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
50266473;"Instalación Deportiva Municipal Básica El Cañaveral C.F.";"";"";"Campo de fútbol 11 de césped artifcial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0cd7ec22b92d910VgnVCM100000891ecb1aRCRD";"IGUALDAD";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28052";"4";"EL CAÑAVERAL";"19";"VICALVARO";"452355";"4473093";"40.40708885441662";"-3.5615108433570484";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
50327858;"Instalación Deportiva Municipal Básica El Cañaveral II";"";"";"Pista de baloncesto 2 pistas de mini baloncesto Pista de patinaje Pista polideportiva  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e2df24f9288e910VgnVCM100000891ecb1aRCRD";"DIALOGO";"CALLE";"V";"";"";"";"";"C/V CALLE TOLERANCIA";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"452659";"4472854";"40.40539495274808";"-3.5574506843489075";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4541995;"Instalación Deportiva Municipal Básica El Cruce";"";"";"2 pistas polideportivas  Acceso libre.";"Metro: Villaverde Bajo Cruce (línea 3).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD";"SANTIAGO AMON";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28021";"5";"ANGELES";"17";"VILLAVERDE";"441089";"4466773";"40.3494383600748";"-3.6936884772026106";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4544044;"Instalación Deportiva Municipal Básica El Espinillo I Auditorio";"";"";"Pista de patinaje 2 pistas polideportivas  Acceso libre.";"Metro: Ciudad de los Ángeles (línea 3).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD";"TERTULIA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28041";"4";"LOS ROSALES";"17";"VILLAVERDE";"441178";"4468146";"40.36181729756871";"-3.692768459170905";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
5695077;"Instalación Deportiva Municipal Básica El Espinillo III";"";"";"Pista polideportiva  Acceso libre.";"Metro: Ciudad de los Ángeles (línea 3).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c81844c95c9b8210VgnVCM2000000c205a0aRCRD";"UNANIMIDAD";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28041";"4";"LOS ROSALES";"17";"VILLAVERDE";"441873";"4467880";"40.359461719956535";"-3.684561349168597";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4527600;"Instalación Deportiva Municipal Básica El Parque";"";"";"Pista polideportiva  Acceso libre.";"Metro: Príncipe Pío (líneas 6, 10 y R).  Renfe: Príncipe Pío (líneas C1, C7 y C10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6de7849491df0110VgnVCM1000000b205a0aRCRD";"COMANDANTE FORTEA";"PASEO";"V";"25";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"437933";"4475287";"40.42589471749026";"-3.7316975783571404";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4541768;"Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño";"";"";"Pista polideportiva 2 tenis de mesa  Acceso libre.";"Metro: Canillas (línea 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce8dec5c4961110VgnVCM1000000b205a0aRCRD";"LAS PEDRO&amp;Ntilde;ERAS";"CALLE";"V";"42";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"446546";"4479816";"40.467306798706005";"-3.6305372141187644";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4555915;"Instalación Deportiva Municipal Básica El Torero";"";"";"Pista de baloncesto Pista de patinaje Parque de calistenia Frontón corto  Acceso libre.";"Metro: Usera (línea 6).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD";"TORERO";"CALLE";"V";"10";"";"";"";"C/V CALLE ANTONIO LÓPEZ";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440056";"4471538";"40.392288550720345";"-3.7063017510914533";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4548146;"Instalación Deportiva Municipal Básica El Vandel";"";"";"Parque de calistenia Pista de baloncesto Pista de fútbol sala Pista de running (acondicionamiento físico)  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18feabc170891110VgnVCM2000000c205a0aRCRD";"FLORENCIO CANO CRISTOBAL";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"446353";"4473456";"40.4099962233355";"-3.632267475563551";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitosFooting"
4557740;"Instalación Deportiva Municipal Básica Electra";"";"";"Pista de baloncesto 2 pistas de chito Pista polideportiva Tenis de mesa  Acceso libre.";"Metro: Torre Arias (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b97fcc9ae1110VgnVCM1000000b205a0aRCRD";"CRONOS";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"447530";"4476940";"40.44145923467107";"-3.6186830946943935";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4527223;"Instalación Deportiva Municipal Básica Embajadores M-30";"";"";"Pista de fútbol sala  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aefe124827ee0110VgnVCM1000000b205a0aRCRD";"PUERTO DE LA CRUZ VERDE";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28045";"4";"LEGAZPI";"2";"ARGANZUELA";"441761";"4470603";"40.38398561543995";"-3.686127759353534";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
11353987;"Instalación Deportiva Municipal Básica Embalse de San Juan";"";"";"Pista de baloncesto Pista de fútbol sala  Acceso libre.";"Renfe: Santa Eugenia (líneas C2, C7 y C8).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa29f533a3468710VgnVCM1000001d4a900aRCRD";"CA&amp;Ntilde;ADA DEL SANTISIMO";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"449010";"4468144";"40.362315118210404";"-3.6005273001903397";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
12032809;"Instalación Deportiva Municipal Básica Embarcadero Estanque Pradolongo";"";"";"Pirag&amp;uuml;ismo  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c640e08d6a98810VgnVCM2000001f4a900aRCRD";"PRADOLONGO";"PARQUE";"T";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"440504";"4470179";"40.380083489626344";"-3.700896930915206";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos"
4547580;"Instalación Deportiva Municipal Básica Encomienda de Palacios (Colegio Echegaray)";"";"";"Pista polideportiva  Acceso libre.";"Metro: Pavones (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD";"ENCOMIENDA DE PALACIOS";"CALLE";"V";"334";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"446115";"4471953";"40.396441400543296";"-3.6349518376090617";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
11350948;"Instalación Deportiva Municipal Básica Ensanche de Vallecas";"";"";"Pista de minibaloncesto Pista de minipitch Pista de skate  Acceso libre.";"Metro: Las Suertes (línea 1).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=867fd112cde58710VgnVCM1000001d4a900aRCRD";"CA&amp;Ntilde;ADA DEL SANTISIMO";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"449177";"4468384";"40.364484780717504";"-3.59858329881689";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
50264376;"Instalación Deportiva Municipal Básica Ensidesa";"";"";"2 pistas de bolos y petanca Pista de patinaje  Acceso libre.";"Metro: Suanzes, Torre Arias (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19c2758449f1d910VgnVCM100000891ecb1aRCRD";"ENSIDESA";"PLAZA";"V";"7";"";"";"";"";"MADRID";"MADRID";"28027";"8";"EL SALVADOR";"20";"SAN BLAS-CANILLEJAS";"447132";"4477228";"40.44403170570658";"-3.6234058118320864";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4629031;"Instalación Deportiva Municipal Básica Eros";"";"";"Pista de mini baloncesto  Acceso libre.";"Metro: Méndez Álvaro (línea 6).  Renfe: Méndez Álvaro (líneas C1, C5, C7 y C10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcceaba3b9194110VgnVCM1000000b205a0aRCRD";"EROS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28045";"4";"LEGAZPI";"2";"ARGANZUELA";"442278";"4471658";"40.39352590492843";"-3.6801309337036407";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50262630;"Instalación Deportiva Municipal Básica Escultor Peresejo";"";"";"Campo de fútbol 11 de tierra  Acceso libre.";"Renfe: Aravaca (líneas C7 y C10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7870f7d22e91d910VgnVCM200000f921e388RCRD";"ESCULTOR PERESEJO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"432826";"4478333";"40.452952334901596";"-3.7922066590569097";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4557463;"Instalación Deportiva Municipal Básica Esfinge";"";"";"Pista de baloncesto 14 pistas de bolos y petanca 8 pistas de calva Pista de fútbol sala  Acceso libre.";"Metro: Torre Arias (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e23950eb4ae1110VgnVCM1000000b205a0aRCRD";"ESFINGE";"CALLE";"V";"58";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448328";"4477110";"40.44304433513549";"-3.6092932505262074";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
10915700;"Instalación Deportiva Municipal Básica Espacio Polivalente Embajadores 18";"";"";"Pista de bolos y petanca Campo de minipitch de césped artificial  Acceso libre.";"Metro: La Latina (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0103e641a099610VgnVCM1000001d4a900aRCRD";"EMBAJADORES";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440080";"4473475";"40.40974351501623";"-3.7062002853639266";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4540393;"Instalación Deportiva Municipal Básica Esperanza I - Agrupación Deportiva Esperanza";"";"";"Campo de fútbol 11 césped artificial Pista de fútbol sala césped artificial  Acceso controlado.";"Metro: Esperanza (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=414fdc7deb551110VgnVCM1000000b205a0aRCRD";"SILVANO";"CALLE";"V";"67";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445572";"4479047";"40.46031727213041";"-3.6419596756905563";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
5718683;"Instalación Deportiva Municipal Básica Esperanza II";"";"";"Pista polideportiva  Acceso libre.";"Metro: Esperanza (línea 4).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b665f7513a629210VgnVCM1000000b205a0aRCRD";"SILVANO";"CALLE";"V";"61";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445474";"4478911";"40.459082202600115";"-3.643098932325283";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4528794;"Instalación Deportiva Municipal Básica Estanque de las Tormentas";"";"";"Pista de baloncesto Pista de mini baloncesto 3 pistas de fútbol sala Pista de patinaje Pista de voleibol 2 tenis de mesa   Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33d50aa44301110VgnVCM1000000b205a0aRCRD";"ARROYO DE POZUELO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"434779";"4478162";"40.45156253178623";"-3.7691550610977034";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
5695803;"Instalación Deportiva Municipal Básica Estefanita";"";"";"Pista de baloncesto  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc6a9ca899ab8210VgnVCM2000000c205a0aRCRD";"ESTEFANITA";"CALLE";"V";"7";"";"";"";"DETRÁS";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442655";"4466342";"40.345660999492566";"-3.6752185536053323";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4542884;"Instalación Deportiva Municipal Básica Estíbaliz";"";"";"Frontón corto  Acceso libre.";"Metro: Pinar del Rey (línea 8).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7faee49123f61110VgnVCM1000000b205a0aRCRD";"ESTIBALIZ";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28043";"4";"PINAR DEL REY";"16";"HORTALEZA";"445046";"4480126";"40.46991381462224";"-3.6482119189374766";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones"
4557842;"Instalación Deportiva Municipal Básica Euterpe";"";"";"Campo de fútbol 11 césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5e475944bae1110VgnVCM1000000b205a0aRCRD";"EUTERPE";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449840";"4477595";"40.44749880003797";"-3.5915203945028886";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
50264410;"Instalación Deportiva Municipal Básica Euterpe Circuito";"";"";"Pista de BMX tierra  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d290f3c2af1d910VgnVCM100000891ecb1aRCRD";"EUTERPE";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449840";"4477595";"40.44749880003797";"-3.5915203945028886";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoBMX"
36401;"Instalación Deportiva Municipal Básica Eva Duarte";"";"";"2 pistas de pádel 3 pistas de polideportivas Rocódromo 2 tenis de mesa  Acceso libre.";"Metro: Manuel Becerra (líneas 2 y 6), Ventas (líneas 2 y 5).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=015e0a47f441f010VgnVCM2000000c205a0aRCRD";"DOCTOR GOMEZ ULLA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443387";"4475807";"40.43097657471495";"-3.667436541336576";"917 266 381";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPadel"
4556684;"Instalación Deportiva Municipal Básica Evangelios - Almendrales";"";"";"Pista polideportiva  Acceso libre.";"Metro: Almendrales (línea 3).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=362bfcab645e1110VgnVCM1000000b205a0aRCRD";"EVANGELIOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440535";"4470532";"40.383258382877266";"-3.7005815819050203";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50266483;"Instalación Deportiva Municipal Básica Ezcaray";"";"";"Pista de baloncesto  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2cce7ec22b92d910VgnVCM100000891ecb1aRCRD";"EZCARAY";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448051";"4473579";"40.41121744174593";"-3.6122735467207288";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
6310191;"Instalación Deportiva Municipal Básica Fermín Caballero";"";"";"6 pistas de bolos y petanca 2 pistas de chito Pista de patinaje  Acceso libre.";"Metro: Avenida de la Ilustración (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fc3b3737d35310VgnVCM2000000c205a0aRCRD";"FERMIN CABALLERO";"CALLE";"V";"88";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439045";"4481211";"40.47935162025493";"-3.719158405265364";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4582808;"Instalación Deportiva Municipal Básica Francisco Laguna";"";"";"Pista de baloncesto 2 pista de fútbol sala Tenis de mesa  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a5ec69590db2110VgnVCM1000000b205a0aRCRD";"FRANCISCO LAGUNA";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28053";"2";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"443139";"4471317";"40.39051190105737";"-3.669975407440883";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
5870223;"Instalación Deportiva Municipal Básica Francisco de Goya";"";"";"Pista de baloncesto Pista de patinaje Pista de voleibol Parque de calistenia   Acceso libre.";"Metro: Príncipe Pío (lineas 6, 10 y R).  Renfe: Príncipe Pío (líneas C1, C7 y C10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3416f80f8de5c210VgnVCM1000000b205a0aRCRD";"MOZART";"CALLE";"V";"48";"";"";"";"";"MADRID";"MADRID";"28008";"";"";"9";"MONCLOA-ARAVACA";"438571";"4475217";"40.42532154610939";"-3.7241491272892544";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4555896;"Instalación Deportiva Municipal Básica Frontón Orcasitas";"";"";"Frontón corto 2 tenis mesa  Acceso libre.";"Renfe: Orcasitas (línea C5).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4e92784040e1110VgnVCM1000000b205a0aRCRD";"CAMINO VIEJO DE VILLAVERDE";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28041";"1";"ORCASITAS";"12";"USERA";"439644";"4469084";"40.370156708128164";"-3.7109195161638535";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones"
5922619;"Instalación Deportiva Municipal Básica Frontón Polideportivo San Fermín";"";"";"Frontón corto  Acceso libre.";"Metro: Hospital Doce de Octubre (línea 3).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf3908570f39d210VgnVCM2000000c205a0aRCRD";"SAN MAXIMO";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28041";"3";"SAN FERMIN";"12";"USERA";"441177";"4469731";"40.376095950252086";"-3.6929323503920717";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones"
4557031;"Instalación Deportiva Municipal Básica Frontón San Fermín";"";"";"Frontón corto  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd6a8d498a5e1110VgnVCM1000000b205a0aRCRD";"DE PERALES";"CAMINO";"V";"136";"";"";"";"";"MADRID";"MADRID";"28041";"3";"SAN FERMIN";"12";"USERA";"441656";"4469042";"40.36990586456809";"-3.6872392651660495";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones"
4548581;"Instalación Deportiva Municipal Básica Frontón Tudelillas";"";"";"Frontón corto  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86121b40e9891110VgnVCM2000000c205a0aRCRD";"PABLO IGLESIAS";"AVENIDA";"V";"62";"";"";"";"CALLE TUDELILLA";"MADRID";"MADRID";"28039";"1";"BELLAS VISTAS";"6";"TETUAN";"439709";"4478135";"40.451690390542296";"-3.7110210478690155";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones"
4556422;"Instalación Deportiva Municipal Básica Frontón Zofio";"";"";"Frontón corto  Acceso libre.";"Metro: Plaza Elíptica (líneas 6 y 11).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4744bb2984e1110VgnVCM1000000b205a0aRCRD";"RICARDO BELTRAN Y ROZPIDE";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28026";"6";"ZOFIO";"12";"USERA";"439051";"4470174";"40.37992590963709";"-3.7180064038885896";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones"
11353992;"Instalación Deportiva Municipal Básica Fuente Espina";"";"";"Pista de patinaje  Acceso libre.";"Renfe: Santa Eugenia (líneas C2, C7 y C8).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cf9f533a3468710VgnVCM1000001d4a900aRCRD";"FUENTESPINA";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28031";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448524";"4470030";"40.379273217545474";"-3.6064126945492285";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4580220;"Instalación Deportiva Municipal Básica Fuente de Lima";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Aviación Española (línea 10).  Renfe: Las Águilas (línea C5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4756f9a1382b2110VgnVCM1000000b205a0aRCRD";"FUENTE DE LIMA";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28024";"7";"LAS AGUILAS";"10";"LATINA";"433634";"4470513";"40.3825571125298";"-3.7818748425273556";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
